Gene,Entity_type,N_regions,Total_bases,Mean_coverage,Median_coverage,Min_region_coverage,Low_regions_any,Recurrent_low_regions,Est_pct_bases_ge20,Est_pct_bases_low20,Default_status
ADAMTS7P3,Gene symbol,1,302.0,120.24,120.24,120.24,0,0,1.0,0.0,OK
ADAMTS8,Gene symbol,10,2670.0,121.02,125.65,15.06,1,1,0.97,0.03,OK
ADAMTS9,Gene symbol,39,5812.0,138.82,135.47,71.35,0,0,1.0,0.0,OK
ADAMTSL1,Gene symbol,37,6050.0,119.95,112.59,38.94,0,0,1.0,0.0,OK
ADAMTSL2,Gene symbol,49,3245.0,25.26,1.76,0.0,41,38,0.57,0.43,FAIL
ADAMTSL3,Gene symbol,31,5198.0,139.54,129.71,41.29,0,0,1.0,0.0,OK
ADAMTSL4,Gene symbol,42,4310.0,51.77,48.47,0.0,20,18,0.99,0.01,FAIL
ADAMTSL5,Gene symbol,12,1484.0,82.67,78.32,44.88,0,0,1.0,0.0,OK
ADAP1,Gene symbol,17,1678.0,86.55,81.47,17.12,1,1,0.97,0.03,OK
ADAP2,Gene symbol,11,1265.0,120.49,129.47,26.24,1,1,0.97,0.03,OK
ADAR,Gene symbol,71,4036.0,53.3,19.35,0.06,42,39,0.99,0.01,FAIL
ADARB1,Gene symbol,14,2467.0,150.32,133.41,71.47,0,0,1.0,0.0,OK
ADARB2,Gene symbol,10,2429.0,102.89,84.03,56.82,0,0,1.0,0.0,OK
ADAT1,Gene symbol,10,1563.0,131.96,130.44,38.29,1,0,1.0,0.0,OK
ADAT2,Gene symbol,9,697.0,133.44,141.76,60.59,0,0,1.0,0.0,OK
ADAT3,Gene symbol,1,1104.0,252.71,252.71,252.71,0,0,1.0,0.0,OK
ADCK1,Gene symbol,12,1859.0,130.67,112.09,66.29,0,0,1.0,0.0,OK
ADCK2,Gene symbol,8,1881.0,122.66,108.76,77.94,0,0,1.0,0.0,OK
ADCK5,Gene symbol,16,1959.0,73.4,68.97,26.88,1,0,1.0,0.0,OK
ADCY1,Gene symbol,26,3452.0,99.58,104.09,0.06,4,4,1.0,0.0,WARNING
ADCY10,Gene symbol,34,4977.0,150.41,149.85,2.47,1,1,1.0,0.0,OK
ADCY2,Gene symbol,27,3278.0,127.65,121.41,36.94,0,0,1.0,0.0,OK
ADCY3,Gene symbol,25,3679.0,103.6,102.76,57.29,0,0,1.0,0.0,OK
ADCY4,Gene symbol,25,3319.0,119.37,111.82,50.53,0,0,1.0,0.0,OK
ADCY5,Gene symbol,29,4238.0,108.27,106.24,8.71,2,1,1.0,0.0,OK
ADCY6,Gene symbol,21,3540.0,107.23,105.12,31.82,0,0,1.0,0.0,OK
ADCY7,Gene symbol,26,3306.0,98.86,90.91,41.88,1,0,1.0,0.0,OK
ADCY8,Gene symbol,19,3786.0,149.76,120.35,73.06,0,0,1.0,0.0,OK
ADCY9,Gene symbol,12,4199.0,207.98,113.68,85.71,0,0,1.0,0.0,OK
ADCYAP1,Gene symbol,6,1014.0,98.88,103.71,51.94,0,0,1.0,0.0,OK
ADCYAP1R1,Gene symbol,17,1575.0,126.53,130.47,73.94,0,0,1.0,0.0,OK
ADD1,Gene symbol,17,2474.0,124.28,115.41,60.76,0,0,1.0,0.0,OK
ADD2,Gene symbol,16,2402.0,104.54,94.97,60.35,0,0,1.0,0.0,OK
ADD3,Gene symbol,14,2121.0,150.84,147.76,115.24,0,0,1.0,0.0,OK
ADGB,Gene symbol,40,5414.0,139.23,136.71,34.41,1,0,1.0,0.0,OK
ADGRA1,Gene symbol,7,2440.0,163.82,119.59,91.59,0,0,1.0,0.0,OK
ADGRA1-AS1,Gene symbol,1,225.0,143.35,143.35,143.35,0,0,1.0,0.0,OK
ADGRA2,Gene symbol,20,4226.0,98.06,78.56,54.65,0,0,1.0,0.0,OK
ADGRA3,Gene symbol,27,4075.0,146.31,146.65,1.0,5,5,0.99,0.01,WARNING
ADGRB1,Gene symbol,32,5007.0,107.1,97.88,60.35,0,0,1.0,0.0,OK
ADGRB2,Gene symbol,33,4911.0,101.58,86.24,43.94,0,0,1.0,0.0,OK
ADGRB3,Gene symbol,32,4699.0,147.87,133.32,69.24,0,0,1.0,0.0,OK
ADGRD1,Gene symbol,31,3302.0,122.25,110.12,62.0,0,0,1.0,0.0,OK
ADGRD2,Gene symbol,23,3140.0,76.09,74.82,20.76,3,3,0.98,0.02,WARNING
ADGRE1,Gene symbol,23,3036.0,136.26,142.12,79.47,0,0,1.0,0.0,OK
ADGRE2,Gene symbol,24,2642.0,126.97,134.74,21.94,2,1,0.99,0.01,OK
ADGRE3,Gene symbol,16,2057.0,150.93,153.41,69.59,0,0,1.0,0.0,OK
ADGRE5,Gene symbol,21,2632.0,105.24,96.12,15.59,3,2,0.97,0.03,WARNING
ADGRF1,Gene symbol,17,2830.0,194.45,169.29,87.18,0,0,1.0,0.0,OK
ADGRF2,Gene symbol,11,2494.0,197.18,143.41,93.0,0,0,1.0,0.0,OK
ADGRF3,Gene symbol,18,3741.0,126.57,109.03,51.18,0,0,1.0,0.0,OK
ADGRF4,Gene symbol,8,2088.0,252.18,164.44,145.94,0,0,1.0,0.0,OK
ADGRF5,Gene symbol,28,4226.0,143.22,126.26,48.59,0,0,1.0,0.0,OK
ADGRG1,Gene symbol,48,2236.0,42.39,14.15,0.12,32,30,0.99,0.01,FAIL
ADGRG2,Gene symbol,27,3054.0,128.63,128.0,73.06,0,0,1.0,0.0,OK
ADGRG3,Gene symbol,14,2021.0,122.47,116.18,41.82,0,0,1.0,0.0,OK
ADGRG4,Gene symbol,23,9243.0,280.63,153.71,89.94,0,0,1.0,0.0,OK
ADGRG5,Gene symbol,11,1707.0,93.29,90.0,46.06,0,0,1.0,0.0,OK
ADGRG6,Gene symbol,28,3884.0,156.75,147.91,73.59,0,0,1.0,0.0,OK
ADGRG7,Gene symbol,16,2394.0,150.29,145.5,98.82,0,0,1.0,0.0,OK
ADGRL1,Gene symbol,25,4669.0,123.32,104.71,43.94,0,0,1.0,0.0,OK
ADGRL2,Gene symbol,28,4857.0,154.45,136.21,56.29,1,0,1.0,0.0,OK
ADGRL3,Gene symbol,32,4801.0,142.68,129.0,56.94,0,0,1.0,0.0,OK
ADGRL4,Gene symbol,16,2080.0,148.78,156.0,65.0,0,0,1.0,0.0,OK
ADGRV1,Gene symbol,163,19193.0,96.07,100.24,0.0,65,64,1.0,0.0,FAIL
ADH1A,Gene symbol,10,1129.0,117.22,99.59,72.12,0,0,1.0,0.0,OK
ADH1B,Gene symbol,9,1128.0,137.07,118.65,76.88,0,0,1.0,0.0,OK
ADH1C,Gene symbol,9,1128.0,130.1,128.88,84.65,0,0,1.0,0.0,OK
ADH4,Gene symbol,11,1282.0,127.55,122.0,53.47,0,0,1.0,0.0,OK
ADH5,Gene symbol,12,1129.0,105.8,115.79,1.65,1,1,0.99,0.01,OK
ADH6,Gene symbol,9,1132.0,137.24,139.12,92.76,0,0,1.0,0.0,OK
ADH7,Gene symbol,10,1239.0,119.97,119.82,79.88,0,0,1.0,0.0,OK
ADHFE1,Gene symbol,15,1429.0,120.64,124.18,30.65,1,0,1.0,0.0,OK
ADI1,Gene symbol,5,871.0,141.73,160.41,52.0,0,0,1.0,0.0,OK
ADIG,Gene symbol,4,654.0,119.41,127.85,64.88,0,0,1.0,0.0,OK
ADIPOQ,Gene symbol,2,735.0,176.91,176.91,52.18,0,0,1.0,0.0,OK
ADIPOR1,Gene symbol,8,1129.0,97.15,110.62,0.35,1,1,1.0,0.0,OK
ADIPOR2,Gene symbol,7,1161.0,152.93,140.24,106.06,0,0,1.0,0.0,OK
ADIRF,Gene symbol,3,231.0,70.94,52.94,47.41,0,0,1.0,0.0,OK
ADK,Gene symbol,29,1400.0,87.87,91.53,1.71,9,9,0.99,0.01,WARNING
ADM,Gene symbol,3,606.0,106.8,112.94,71.53,0,0,1.0,0.0,OK
ADM2,Gene symbol,2,447.0,77.74,77.74,65.29,0,0,1.0,0.0,OK
ADM5,Gene symbol,2,462.0,82.35,82.35,79.35,0,0,1.0,0.0,OK
ADNP,Gene symbol,8,3684.0,366.84,126.53,2.82,1,1,1.0,0.0,OK
ADNP-AS1,Gene symbol,5,5.0,41.05,18.47,0.65,3,3,0.51,0.49,WARNING
ADNP2,Gene symbol,5,3555.0,428.85,157.53,38.65,0,0,1.0,0.0,OK
ADO,Gene symbol,1,813.0,164.0,164.0,164.0,0,0,1.0,0.0,OK
ADORA1,Gene symbol,4,1156.0,169.78,120.94,9.41,1,1,0.97,0.03,OK
ADORA2A,Gene symbol,6,1243.0,125.33,65.26,25.65,1,1,1.0,0.0,OK
ADORA2B,Gene symbol,5,1073.0,178.61,139.0,103.06,0,0,1.0,0.0,OK
ADORA3,Gene symbol,3,979.0,218.61,161.41,58.65,0,0,1.0,0.0,OK
ADPGK,Gene symbol,11,1831.0,146.84,135.88,47.29,0,0,1.0,0.0,OK
ADPRH,Gene symbol,3,1074.0,174.84,151.12,143.41,0,0,1.0,0.0,OK
ADPRHL1,Gene symbol,8,5908.0,317.37,110.79,72.18,0,0,1.0,0.0,OK
ADPRM,Gene symbol,4,1120.0,198.81,164.24,13.53,1,1,0.94,0.06,OK
ADPRS,Gene symbol,6,1092.0,92.98,98.26,58.94,0,0,1.0,0.0,OK
ADRA1A,Gene symbol,9,2104.0,176.82,139.53,65.65,0,0,1.0,0.0,OK
ADRA1B,Gene symbol,7,2021.0,172.92,125.06,95.71,0,0,1.0,0.0,OK
ADRA1D,Gene symbol,2,1719.0,207.91,207.91,126.47,0,0,1.0,0.0,OK
ADRA2A,Gene symbol,2,1399.0,129.06,129.06,10.71,1,1,1.0,0.0,OK
ADRA2B,Gene symbol,2,1344.0,183.09,183.09,178.71,0,0,1.0,0.0,OK
ADRA2C,Gene symbol,3,1505.0,167.02,79.94,22.53,1,1,1.0,0.0,OK
ADRB1,Gene symbol,1,1434.0,209.59,209.59,209.59,0,0,1.0,0.0,OK
ADRB2,Gene symbol,1,1242.0,636.94,636.94,636.94,0,0,1.0,0.0,OK
ADRB3,Gene symbol,2,1227.0,164.29,164.29,104.59,0,0,1.0,0.0,OK
ADRM1,Gene symbol,8,1434.0,108.21,109.09,51.47,0,0,1.0,0.0,OK
ADSL,Gene symbol,34,1978.0,78.97,78.79,0.0,15,15,0.99,0.01,FAIL
ADSS1,Gene symbol,15,1748.0,119.93,103.82,60.18,0,0,1.0,0.0,OK
ADSS2,Gene symbol,14,1374.0,164.34,171.32,80.18,0,0,1.0,0.0,OK
ADTRP,Gene symbol,10,873.0,144.18,135.24,116.41,0,0,1.0,0.0,OK
AEBP1,Gene symbol,21,3750.0,108.57,80.88,27.94,1,0,1.0,0.0,OK
AEBP2,Gene symbol,12,1604.0,149.01,162.24,57.76,0,0,1.0,0.0,OK
AEN,Gene symbol,3,981.0,124.06,143.47,79.0,0,0,1.0,0.0,OK
AFAP1,Gene symbol,19,3422.0,125.5,125.29,60.65,0,0,1.0,0.0,OK
AFAP1L1,Gene symbol,20,2437.0,103.46,104.32,29.0,1,0,1.0,0.0,OK
AFAP1L2,Gene symbol,23,2902.0,114.3,103.82,41.06,0,0,1.0,0.0,OK
AFDN,Gene symbol,35,5840.0,152.28,141.88,18.41,1,1,0.99,0.01,OK
AFF1,Gene symbol,22,3785.0,144.26,142.76,34.24,1,0,1.0,0.0,OK
AFF2,Gene symbol,28,3999.0,113.58,101.65,0.41,6,6,1.0,0.0,WARNING
AFF3,Gene symbol,30,4470.0,130.61,130.5,33.35,0,0,1.0,0.0,OK
AFF4,Gene symbol,22,3560.0,169.09,142.26,0.18,2,2,1.0,0.0,WARNING
AFG1L,Gene symbol,17,1575.0,141.12,136.65,44.29,0,0,1.0,0.0,OK
AFG3L2,Gene symbol,34,2490.0,80.27,57.5,0.24,16,14,0.97,0.03,FAIL
AFM,Gene symbol,14,1800.0,153.73,148.29,114.18,0,0,1.0,0.0,OK
AFMID,Gene symbol,14,1341.0,101.66,100.0,68.06,0,0,1.0,0.0,OK
AFP,Gene symbol,16,1915.0,130.08,121.94,63.94,0,0,1.0,0.0,OK
AFTPH,Gene symbol,9,2904.0,241.55,140.29,68.24,0,0,1.0,0.0,OK
AGA,Gene symbol,40,1079.0,39.41,8.76,0.0,29,25,0.98,0.02,FAIL
AGA-DT,Gene symbol,8,625.0,121.88,150.74,3.24,2,2,1.0,0.0,WARNING
AGAP1,Gene symbol,28,4047.0,92.04,92.44,6.29,2,2,0.99,0.01,WARNING
AGAP11,Gene symbol,7,1653.0,243.01,113.0,87.06,0,0,1.0,0.0,OK
AGAP13P,Gene symbol,8,864.0,0.01,0.0,0.0,8,8,0.0,1.0,FAIL
AGAP14P,Gene symbol,5,432.0,136.15,157.53,42.76,0,0,1.0,0.0,OK
AGAP2,Gene symbol,20,3753.0,102.43,94.56,40.12,0,0,1.0,0.0,OK
AGAP3,Gene symbol,22,3959.0,92.72,87.74,25.53,1,1,0.99,0.01,OK
AGAP4,Gene symbol,9,2257.0,57.48,6.76,0.12,9,8,0.71,0.29,WARNING
AGAP5,Gene symbol,9,2070.0,268.79,144.0,56.53,2,1,0.99,0.01,OK
AGAP6,Gene symbol,10,2061.0,254.21,193.91,16.41,1,1,0.99,0.01,OK
AGAP9,Gene symbol,9,761.0,30.64,7.71,0.0,7,6,0.48,0.52,FAIL
AGBL1,Gene symbol,28,3596.0,129.3,121.35,54.06,0,0,1.0,0.0,OK
AGBL2,Gene symbol,18,2831.0,169.34,155.26,14.12,1,1,0.97,0.03,OK
AGBL3,Gene symbol,21,3027.0,178.31,160.65,56.12,0,0,1.0,0.0,OK
AGBL4,Gene symbol,30,3516.0,141.08,137.35,37.0,2,0,1.0,0.0,OK
AGBL5,Gene symbol,17,2897.0,118.0,116.71,0.24,2,2,1.0,0.0,WARNING
AGER,Gene symbol,12,1499.0,93.14,85.71,32.53,1,0,1.0,0.0,OK
AGFG1,Gene symbol,16,1836.0,110.09,109.94,40.41,0,0,1.0,0.0,OK
AGFG2,Gene symbol,13,1479.0,100.62,84.47,31.47,1,0,0.99,0.01,OK
AGGF1,Gene symbol,17,2358.0,142.69,146.65,10.24,2,2,0.98,0.02,WARNING
AGK,Gene symbol,63,1500.0,45.32,14.76,0.06,39,37,0.97,0.03,FAIL
AGK-DT,Gene symbol,1,1.0,28.65,28.65,28.65,1,0,0.88,0.12,FAIL
AGL,Gene symbol,118,4798.0,53.31,11.74,0.0,72,70,0.99,0.01,FAIL
AGMAT,Gene symbol,7,1059.0,106.06,122.53,37.06,1,0,0.98,0.02,OK
AGMO,Gene symbol,19,1555.0,110.83,112.35,2.82,1,1,1.0,0.0,OK
AGO1,Gene symbol,20,2809.0,119.39,125.38,0.76,1,1,1.0,0.0,OK
AGO2,Gene symbol,23,3989.0,113.49,111.71,10.82,1,1,0.99,0.01,OK
AGO3,Gene symbol,20,2615.0,127.64,128.12,50.76,0,0,1.0,0.0,OK
AGO4,Gene symbol,18,2669.0,139.39,143.15,24.47,1,1,1.0,0.0,OK
AGPAT1,Gene symbol,7,864.0,131.06,122.29,76.47,0,0,1.0,0.0,OK
AGPAT2,Gene symbol,36,872.0,18.13,3.85,0.0,30,29,0.96,0.04,FAIL
AGPAT3,Gene symbol,16,2299.0,120.38,133.62,5.06,3,1,0.99,0.01,OK
AGPAT4,Gene symbol,10,1461.0,122.06,104.38,63.76,0,0,1.0,0.0,OK
AGPAT5,Gene symbol,8,1281.0,160.55,177.76,98.71,0,0,1.0,0.0,OK
AGPS,Gene symbol,107,2101.0,43.5,19.71,0.0,69,58,0.97,0.03,FAIL
AGR2,Gene symbol,7,617.0,142.94,127.59,91.24,0,0,1.0,0.0,OK
AGR3,Gene symbol,9,588.0,135.09,140.82,80.24,0,0,1.0,0.0,OK
AGRN,Gene symbol,58,6395.0,62.64,65.26,0.12,19,18,0.98,0.02,FAIL
AGRP,Gene symbol,3,399.0,61.59,42.12,39.53,0,0,1.0,0.0,WARNING
AGT,Gene symbol,29,1487.0,51.49,19.59,0.41,17,17,0.99,0.01,FAIL
AGTPBP1,Gene symbol,30,4033.0,160.11,164.5,0.35,2,2,0.97,0.03,WARNING
AGTR1,Gene symbol,25,1247.0,61.7,22.88,0.71,19,14,0.99,0.01,FAIL
AGTR2,Gene symbol,1,1092.0,630.65,630.65,630.65,0,0,1.0,0.0,OK
AGTRAP,Gene symbol,8,837.0,104.08,93.06,85.06,0,0,1.0,0.0,OK
AGXT,Gene symbol,45,1234.0,29.26,12.59,0.0,31,27,0.97,0.03,FAIL
AGXT2,Gene symbol,14,1545.0,112.02,111.12,72.53,0,0,1.0,0.0,OK
AHCTF1,Gene symbol,42,6926.0,118.26,113.21,1.0,3,2,1.0,0.0,WARNING
AHCY,Gene symbol,28,1351.0,57.17,26.74,0.06,15,14,0.99,0.01,FAIL
AHCYL1,Gene symbol,17,1639.0,122.02,125.35,39.35,1,0,1.0,0.0,OK
AHCYL2,Gene symbol,20,2036.0,122.16,126.56,58.18,0,0,1.0,0.0,OK
AHCYP8,Gene symbol,1,26.0,64.18,64.18,64.18,0,0,1.0,0.0,WARNING
AHDC1,Gene symbol,2,4813.0,632.03,632.03,33.06,1,0,1.0,0.0,OK
AHI1,Gene symbol,80,4043.0,74.56,45.0,0.0,38,38,0.99,0.01,FAIL
AHI1-DT,Gene symbol,2,138.0,119.56,119.56,119.53,0,0,1.0,0.0,OK
AHNAK,Gene symbol,5,17827.0,1896.67,137.76,65.18,0,0,1.0,0.0,OK
AHNAK2,Gene symbol,7,17388.0,1220.42,78.35,39.53,1,0,1.0,0.0,OK
AHR,Gene symbol,14,2570.0,153.43,119.91,2.29,1,1,1.0,0.0,OK
AHRR,Gene symbol,13,2355.0,111.45,79.76,52.53,0,0,1.0,0.0,OK
AHSA1,Gene symbol,10,1093.0,144.85,132.59,33.0,1,0,0.99,0.01,OK
AHSA2P,Gene symbol,9,1283.0,162.2,157.59,85.06,0,0,1.0,0.0,OK
AHSG,Gene symbol,9,1109.0,104.92,110.59,48.18,0,0,1.0,0.0,OK
AHSP,Gene symbol,2,309.0,117.76,117.76,110.76,0,0,1.0,0.0,OK
AICDA,Gene symbol,25,623.0,50.54,34.0,1.88,12,11,0.98,0.02,FAIL
AIDA,Gene symbol,10,921.0,117.61,118.65,36.41,1,0,0.99,0.01,OK
AIF1,Gene symbol,6,713.0,138.55,104.94,64.65,0,0,1.0,0.0,OK
AIF1L,Gene symbol,9,673.0,97.92,98.47,22.29,1,1,0.98,0.02,OK
AIFM1,Gene symbol,26,2072.0,84.16,101.53,0.71,8,8,1.0,0.0,WARNING
AIFM2,Gene symbol,8,1122.0,94.68,86.79,61.76,0,0,1.0,0.0,OK
AIFM3,Gene symbol,20,1836.0,104.86,93.15,65.71,0,0,1.0,0.0,OK
AIG1,Gene symbol,14,1349.0,124.66,137.68,14.29,1,1,0.95,0.05,OK
AIM2,Gene symbol,5,1032.0,191.38,179.88,133.94,0,0,1.0,0.0,OK
AIMP1,Gene symbol,8,1061.0,118.99,122.85,9.35,1,1,0.95,0.05,OK
AIMP2,Gene symbol,8,1132.0,126.54,134.44,0.0,1,1,1.0,0.0,OK
AIP,Gene symbol,12,1134.0,53.3,30.68,0.12,6,6,0.99,0.01,WARNING
AIPL1,Gene symbol,52,1464.0,28.88,4.74,0.12,42,40,0.97,0.03,FAIL
AIRE,Gene symbol,26,1662.0,40.7,39.12,0.06,13,12,0.99,0.01,FAIL
AJAP1,Gene symbol,5,1236.0,141.48,149.53,64.47,0,0,1.0,0.0,OK
AJM1,Gene symbol,8,2931.0,101.22,94.53,26.65,1,1,0.97,0.03,OK
AJUBA,Gene symbol,9,1721.0,115.57,122.65,31.29,0,0,1.0,0.0,OK
AK1,Gene symbol,8,747.0,105.82,106.5,61.24,0,0,1.0,0.0,OK
AK2,Gene symbol,13,899.0,123.05,121.82,0.29,1,1,1.0,0.0,OK
AK3,Gene symbol,5,684.0,113.31,110.65,80.59,0,0,1.0,0.0,OK
AK4,Gene symbol,5,672.0,77.32,78.76,37.24,0,0,1.0,0.0,OK
AK5,Gene symbol,15,1712.0,126.53,120.53,53.82,0,0,1.0,0.0,OK
AK6,Gene symbol,7,1337.0,180.12,150.29,70.18,0,0,1.0,0.0,OK
AK7,Gene symbol,21,2511.0,148.93,149.06,77.0,0,0,1.0,0.0,OK
AK8,Gene symbol,15,1623.0,126.43,128.41,30.41,1,0,0.99,0.01,OK
AK9,Gene symbol,48,6741.0,163.8,160.29,1.06,2,2,1.0,0.0,WARNING
AKAIN1,Gene symbol,3,247.0,100.96,100.59,82.82,0,0,1.0,0.0,OK
AKAP1,Gene symbol,12,2820.0,170.9,120.94,71.59,0,0,1.0,0.0,OK
AKAP10,Gene symbol,15,1989.0,152.82,142.82,43.88,0,0,1.0,0.0,OK
AKAP11,Gene symbol,11,5706.0,361.16,153.24,94.59,0,0,1.0,0.0,OK
AKAP12,Gene symbol,5,5378.0,495.21,76.47,26.06,1,1,0.99,0.01,OK
AKAP13,Gene symbol,41,8774.0,184.27,136.65,60.24,0,0,1.0,0.0,OK
AKAP14,Gene symbol,5,603.0,142.39,118.12,88.59,0,0,1.0,0.0,OK
AKAP17A,Gene symbol,10,4566.0,87.38,19.06,0.0,5,5,0.5,0.5,FAIL
AKAP17BP,Gene symbol,1,1518.0,801.71,801.71,801.71,0,0,1.0,0.0,OK
AKAP3,Gene symbol,4,2574.0,366.44,124.85,60.71,0,0,1.0,0.0,OK
AKAP4,Gene symbol,6,2565.0,249.53,108.71,79.88,0,0,1.0,0.0,OK
AKAP5,Gene symbol,1,1284.0,773.88,773.88,773.88,0,0,1.0,0.0,OK
AKAP6,Gene symbol,14,7320.0,341.45,146.56,100.88,0,0,1.0,0.0,OK
AKAP7,Gene symbol,16,1750.0,138.94,137.06,12.29,1,1,0.99,0.01,OK
AKAP8,Gene symbol,15,2102.0,129.51,121.76,55.59,0,0,1.0,0.0,OK
AKAP8L,Gene symbol,16,2297.0,141.7,127.03,39.41,0,0,1.0,0.0,OK
AKAP9,Gene symbol,80,12469.0,138.73,126.97,0.06,25,25,1.0,0.0,FAIL
AKIP1,Gene symbol,5,732.0,137.06,143.88,77.18,0,0,1.0,0.0,OK
AKIRIN1,Gene symbol,5,579.0,130.69,144.12,46.24,0,0,1.0,0.0,OK
AKIRIN2,Gene symbol,6,643.0,125.04,143.76,70.59,0,0,1.0,0.0,OK
AKNA,Gene symbol,24,4513.0,107.9,94.29,35.59,0,0,1.0,0.0,OK
AKNAD1,Gene symbol,17,2631.0,153.38,133.82,4.71,1,1,1.0,0.0,OK
AKR1A1,Gene symbol,8,997.0,118.88,110.76,62.12,0,0,1.0,0.0,OK
AKR1B1,Gene symbol,11,1057.0,99.02,96.65,10.41,1,1,0.97,0.03,OK
AKR1B10,Gene symbol,11,1050.0,119.33,110.0,80.71,0,0,1.0,0.0,OK
AKR1B15,Gene symbol,11,1101.0,144.09,135.06,95.18,0,0,1.0,0.0,OK
AKR1C1,Gene symbol,11,1104.0,150.79,149.24,107.94,1,0,0.99,0.01,OK
AKR1C2,Gene symbol,10,1023.0,140.53,153.56,49.53,1,0,0.99,0.01,OK
AKR1C3,Gene symbol,12,1120.0,122.44,122.44,68.41,0,0,1.0,0.0,OK
AKR1C4,Gene symbol,9,972.0,141.13,134.59,97.24,0,0,1.0,0.0,OK
AKR1C8,Gene symbol,9,870.0,71.48,59.65,43.12,0,0,1.0,0.0,OK
AKR1D1,Gene symbol,37,1014.0,50.62,28.24,0.06,20,18,0.98,0.02,FAIL
AKR1E2,Gene symbol,12,1135.0,118.01,108.91,69.71,0,0,1.0,0.0,OK
AKR7A2,Gene symbol,7,1080.0,121.73,95.53,48.12,1,0,0.98,0.02,OK
AKR7A3,Gene symbol,9,1290.0,101.41,104.53,16.88,1,1,0.99,0.01,OK
AKR7L,Gene symbol,8,996.0,102.41,99.44,22.88,1,1,0.98,0.02,OK
AKT1,Gene symbol,30,1844.0,51.69,20.53,0.24,16,15,0.96,0.04,FAIL
AKT1S1,Gene symbol,5,831.0,70.64,78.0,35.53,1,0,0.98,0.02,OK
AKT2,Gene symbol,16,1773.0,89.67,98.15,49.29,0,0,1.0,0.0,OK
AKT3,Gene symbol,26,1802.0,108.55,129.32,0.18,7,5,1.0,0.0,WARNING
AKTIP,Gene symbol,10,999.0,138.16,136.94,65.0,0,0,1.0,0.0,OK
ALAD,Gene symbol,47,1224.0,35.32,24.29,0.47,29,24,0.97,0.03,FAIL
ALAS1,Gene symbol,11,2072.0,163.04,142.47,115.53,0,0,1.0,0.0,OK
ALAS2,Gene symbol,16,1907.0,72.01,77.5,0.18,4,3,0.99,0.01,WARNING
ALB,Gene symbol,25,1935.0,93.76,110.41,0.24,7,7,1.0,0.0,WARNING
ALCAM,Gene symbol,15,1765.0,135.16,134.94,65.06,0,0,1.0,0.0,OK
ALDH16A1,Gene symbol,17,2409.0,91.12,83.24,44.29,0,0,1.0,0.0,OK
ALDH18A1,Gene symbol,41,2519.0,62.39,22.94,0.18,22,21,0.99,0.01,FAIL
ALDH1A1,Gene symbol,14,1507.0,118.18,117.5,27.29,1,1,1.0,0.0,OK
ALDH1A2,Gene symbol,20,1927.0,117.33,120.71,22.12,1,1,1.0,0.0,OK
ALDH1A3,Gene symbol,15,1766.0,107.34,119.88,4.41,2,1,0.99,0.01,OK
ALDH1B1,Gene symbol,1,1554.0,547.53,547.53,547.53,0,0,1.0,0.0,OK
ALDH1L1,Gene symbol,24,2756.0,96.41,99.5,55.06,0,0,1.0,0.0,OK
ALDH1L2,Gene symbol,26,2877.0,117.54,109.97,23.24,1,1,0.99,0.01,OK
ALDH2,Gene symbol,14,1670.0,86.37,81.35,40.71,0,0,1.0,0.0,OK
ALDH3A1,Gene symbol,9,1963.0,99.73,75.0,27.94,2,0,0.99,0.01,OK
ALDH3A2,Gene symbol,52,1831.0,57.8,14.79,0.0,31,29,0.98,0.02,FAIL
ALDH3B1,Gene symbol,16,1569.0,76.09,79.62,12.82,4,3,0.94,0.06,WARNING
ALDH3B2,Gene symbol,8,1199.0,101.1,95.41,42.24,0,0,1.0,0.0,OK
ALDH4A1,Gene symbol,52,1745.0,35.07,16.88,0.0,36,30,0.98,0.02,FAIL
ALDH5A1,Gene symbol,68,1878.0,38.83,15.29,0.0,46,42,0.98,0.02,FAIL
ALDH6A1,Gene symbol,18,1760.0,94.57,97.71,1.41,4,4,1.0,0.0,WARNING
ALDH7A1,Gene symbol,101,2009.0,33.36,6.53,0.0,71,66,0.97,0.03,FAIL
ALDH8A1,Gene symbol,7,1464.0,130.98,116.94,40.18,0,0,1.0,0.0,OK
ALDH9A1,Gene symbol,11,1557.0,134.93,133.47,64.35,0,0,1.0,0.0,OK
ALDOA,Gene symbol,16,1438.0,75.82,86.94,1.24,7,7,1.0,0.0,WARNING
ALDOB,Gene symbol,32,1143.0,50.23,32.06,0.0,17,14,0.99,0.01,FAIL
ALDOC,Gene symbol,8,1095.0,128.65,127.88,97.24,0,0,1.0,0.0,OK
ALG1,Gene symbol,17,1471.0,104.12,106.12,0.24,3,3,1.0,0.0,WARNING
ALG10,Gene symbol,4,1434.0,326.03,172.94,122.88,0,0,1.0,0.0,OK
ALG10B,Gene symbol,4,1434.0,320.66,163.85,121.0,0,0,1.0,0.0,OK
ALG11,Gene symbol,8,1508.0,171.9,94.88,1.0,3,2,1.0,0.0,WARNING
ALG12,Gene symbol,28,1622.0,43.48,13.21,0.0,19,18,0.99,0.01,FAIL
ALG13,Gene symbol,40,4000.0,109.76,116.24,0.29,6,5,1.0,0.0,WARNING
ALG14,Gene symbol,9,784.0,103.97,120.29,0.0,2,2,1.0,0.0,WARNING
ALG1L,Gene symbol,7,640.0,91.29,96.41,32.94,0,0,1.0,0.0,OK
